input	country	location	status	place_id_count	place_id	description	place_id	lat	lng	international_phone_number	formatted_phone_number	name	rating	website	url	formatted_address	vicinity
Benh Vien Thong Nhat Dong Nai	vn	Vietnam	OK	1	ChIJEZopH-7ddDERJXr0LXYHWpg	Bệnh Viện Thống Nhất, Quốc lộ 1A, Bien Hoa, Dong Nai, Vietnam	ChIJEZopH-7ddDERJXr0LXYHWpg	10.9674725	106.9001055	-	-	Bệnh Viện Thánh Tâm ( Bệnh Viện Đa Khoa Trảng Bom)	3.9	-	https://maps.google.com/?cid=10978095245827537445	QL1A, Tân Biên, Tp. Biên Hòa, Đồng Nai, Vietnam	Quốc lộ 1A, Tân Biên, thành phố Biên Hòa
Benh Vien Thong Nhat HCM	vn	Vietnam	OK	1	ChIJKbEmq8oudTERHKoGJK1mPmo	Thong Nhat Hospital, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJKbEmq8oudTERHKoGJK1mPmo	10.791643	106.6532369	+84 8 3864 2142	08 3864 2142	Thong Nhat Hospital	3.7	http://www.thongnhathospital.org.vn/	https://maps.google.com/?cid=7655669310396213788	1 Lý Thường Kiệt, 7, Tân Bình, Hồ Chí Minh 700000, Vietnam	1 Lý Thường Kiệt, 7
Benh Vien Tu Nhan Binh Duong	vn	Vietnam	OK	1	ChIJXcGMBWvRdDER7Jab3pH9Vzc	Bệnh viện đa khoa tư nhân Bình Dương, Huỳnh Văn Cù, Thành phố Thủ Dầu Một, Binh Duong, Vietnam	ChIJXcGMBWvRdDER7Jab3pH9Vzc	10.9912885	106.6495413	+84 650 3835 116	0650 3835 116	Bệnh viện đa khoa tư nhân Bình Dương	3.2	-	https://maps.google.com/?cid=3987934798006687468	151 Huỳnh Văn Cù, Chánh Mỹ, Tp. Thủ Dầu Một, Bình Dương, Vietnam	151 Huỳnh Văn Cù, Chánh Mỹ, Thành phố Thủ Dầu Một
Benh Vien Ung Buou HCM	vn	Vietnam	OK	4	ChIJ8wcpVBYvdTERvzogDHFj05w	bệnh viện ung bướu hiện đại quảng châu, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJ8wcpVBYvdTERvzogDHFj05w	10.765328	106.691389	+84 8 6688 2233	08 6688 2233	bệnh viện ung bướu hiện đại quảng châu	4.6	http://www.asiancancer.vn/	https://maps.google.com/?cid=11300485227188599487	Tầng 2, tòa nhà MAYFAIR, 102C, Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Phạm Ngũ Lão, Quận 1, Hồ Chí Minh 700000, Vietnam	Tầng 2, tòa nhà MAYFAIR, 102C, Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1
Benh Vien Ung Buou HCM	vn	Vietnam	OK	4	ChIJWwgou8YodTERqM4lRuObMc4	Bệnh viện Colombia Tphcm, Nơ Trang Long, Ho Chi Minh City, Vietnam	ChIJWwgou8YodTERqM4lRuObMc4	10.8051547	106.6948115	+84 8 3841 2637	08 3841 2637	Bệnh viện Ung Bướu Thành phố Hồ Chí Minh	3.6	http://benhvienungbuou.vn/	https://maps.google.com/?cid=14857828046108741288	3 Nơ Trang Long, phường 7, Bình Thạnh, Ho Chi Minh City, Vietnam	3 Nơ Trang Long, phường 7
Benh Vien Ung Buou HCM	vn	Vietnam	OK	4	ChIJgcARscYodTER1yz-XXHJRZU	Bênh Viên Ung Bướu, Nơ Trang Long, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJgcARscYodTER1yz-XXHJRZU	10.8053227	106.6949534	-	-	Bênh Viên Ung Bướu	3.1	http://benhvienungbuou.vn/	https://maps.google.com/?cid=10756224773789723863	5/ Nơ Trang Long, phường 7, Bình Thạnh, Hồ Chí Minh, Vietnam	5/ Nơ Trang Long, phường 7, Hồ Chí Minh
Benh Vien nhan dan 115	vn	Vietnam	OK	2	ChIJQXehvdwudTERCdI1HlOpYvs	Bệnh viện Nhân dân 115 Cổng Thành Thái, Thành Thái, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJQXehvdwudTERCdI1HlOpYvs	10.7738305	106.6658698	-	-	Bệnh viện Nhân dân 115 Cổng Thành Thái	-	-	https://maps.google.com/?cid=18114226825691779593	Hẻm, 84 Thành Thái, phường 12, Quận 10, Hồ Chí Minh, Vietnam	Hẻm, 84 Thành Thái, phường 12, Hồ Chí Minh
Benh vien 105	vn	Vietnam	OK	1	ChIJk3XHiUtfNDERT1OJpJ36sRY	Bệnh Viện Quân Y 105, Thị xã Sơn Tây, Hanoi, Vietnam	ChIJk3XHiUtfNDERT1OJpJ36sRY	21.1157851	105.4965193	+84 4 3393 0414	04 3393 0414	105 Military Hospital	4	-	https://maps.google.com/?cid=1635363694689473359	QL 21, Tông, Sơn Lộc, Sơn Tây, Hà Nội, Vietnam	QL 21, Sơn Lộc
Benh vien 121	vn	Vietnam	OK	1	ChIJT1ZgZSCIoDERyZLcg8HKEKI	Bệnh viện Quân y 121, 30 tháng 4, Can Tho, Cần Thơ, Vietnam	ChIJT1ZgZSCIoDERyZLcg8HKEKI	10.029585	105.7823572	+84 292 3811 500	0292 3811 500	121 Military Hospital	4.2	http://www.benhvienquany121.vn/	https://maps.google.com/?cid=11678056766261465801	1 30 tháng 4, An Lạc, Ninh Kiều, Cần Thơ, Vietnam	1 30 tháng 4, An Lạc
Benh vien Bach Mai	vn	Vietnam	OK	5	ChIJ91dg2OLPNTERSwXXXI_3OPk	Bệnh viện Bạch Mai Cơ sở 2, QL21B, Thành phố Phủ Lý, Hà Nam, Vietnam	ChIJ91dg2OLPNTERSwXXXI_3OPk	20.5362084	105.9550702	-	-	Bệnh viện Bạch Mai Cơ sở 2	4.9	-	https://maps.google.com/?cid=17958375709249832267	QL21B, Liêm Tuyền, Tp. Phủ Lý, Hà Nam, Vietnam	QL21B, Liêm Tuyền, Thành phố Phủ Lý
Benh vien Bach Mai	vn	Vietnam	OK	5	ChIJAQAAQGusNTERTwEuhHYaRg0	Benh Vien Bach Mai, Hanoi, Vietnam	ChIJAQAAQGusNTERTwEuhHYaRg0	20.9885702	105.8510475	-	-	Benh Vien Bach Mai	5	-	https://maps.google.com/?cid=956481067188879695	Tương Mai, Hoàng Mai, Hà Nội, Vietnam	Tương Mai
Benh vien Bach Mai	vn	Vietnam	OK	5	ChIJD5zHdnqsNTERVKluUtQ-faM	Bệnh viện Bạch Mai, Giải Phóng, Phương Mai, Hanoi, Vietnam	ChIJD5zHdnqsNTERVKluUtQ-faM	21.0024661	105.8399883	-	-	Bach Mai Hospital	3.9	http://bachmai.gov.vn/	https://maps.google.com/?cid=11780641281908058452	78 Giải Phóng, Phương Mai, Đống Đa, Hà Nội, Vietnam	78 Giải Phóng, Phương Mai
Benh vien Da Khoa Sai Gon	vn	Vietnam	OK	5	ChIJBbR4f1jnNTER8Wfqq5KhS3A	Bệnh viện Đa khoa Sài Gòn - Nam Định, Đại Lộ Đông A, Nam Định, Nam Dinh, Vietnam	ChIJBbR4f1jnNTER8Wfqq5KhS3A	20.4366198	106.1581856	+84 350 3682 222	0350 3682 222	Bệnh viện Đa khoa Sài Gòn - Nam Định	3.8	-	https://maps.google.com/?cid=8091738806822791153	Đại Lộ Đông A, Lộc Vượng, Tp. Nam Định, Nam Định, Vietnam	Đại Lộ Đông A, Lộc Vượng, Thành phố Nam Định
Benh vien Da Khoa Sai Gon	vn	Vietnam	OK	5	ChIJDxW8UgkvdTERCCot1MqXsLA	Bệnh viện Đa khoa Tân Hưng, ĐườngTrần Xuân Soạn, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJDxW8UgkvdTERCCot1MqXsLA	10.7511232	106.6963755	+84 8 3776 0648	08 3776 0648	Bệnh viện Đa khoa Tân Hưng	3.8	http://benhvientanhung.com/	https://maps.google.com/?cid=12731843043975309832	871 ĐườngTrần Xuân Soạn, Tân Hưng, Quận 7, Hồ Chí Minh, Vietnam	871 ĐườngTrần Xuân Soạn, Tân Hưng, Hồ Chí Minh
Benh vien Da Khoa Sai Gon	vn	Vietnam	OK	5	ChIJgz62Wz8vdTERW_HrztlKbC8	Bệnh Viện Đa Khoa Sài Gòn, Lê Lợi, Bến Thành, Ho Chi Minh, Vietnam	ChIJgz62Wz8vdTERW_HrztlKbC8	10.7719757	106.6994117	+84 8 3829 1711	08 3829 1711	Bệnh Viện Đa Khoa Sài Gòn	3.3	http://www.benhviendakhoasaigon.vn/	https://maps.google.com/?cid=3417188516607291739	125-127 Lê Lợi, Bến Thành, Quận 1, Hồ Chí Minh 700000, Vietnam	125-127 Lê Lợi, Bến Thành, Phường Bến thành
Benh vien Da Khoa Sai Gon	vn	Vietnam	OK	5	ChIJsVoXtXDRdDERuoysopdKm9c	Bệnh viện Đa khoa Sài Gòn Bình Dương, Hồ Văn Cống, Thành phố Thủ Dầu Một, Binh Duong, Vietnam	ChIJsVoXtXDRdDERuoysopdKm9c	11.0047862	106.642336	+84 650 3668 989	0650 3668 989	SB Hospital	4.3	-	https://maps.google.com/?cid=15536093354674392250	số 39, Số 39 đường Hồ Văn Cống Hồ Văn Cống, Tương Bình Hiệp, Tp. Thủ Dầu Một, Bình Dương, Vietnam	số 39, Số 39 đường Hồ Văn Cống Hồ Văn Cống, Tương Bình Hiệp, Thành phố Thủ Dầu Một
Benh vien Da Khoa Tinh Binh Duong	vn	Vietnam	OK	1	ChIJsxU9jBLRdDERWwNIRbF7h9c	Bệnh viện Đa khoa Bình Dương, Phạm Ngọc Thạch, Thành phố Thủ Dầu Một, Binh Duong, Vietnam	ChIJsxU9jBLRdDERWwNIRbF7h9c	10.9976259	106.6551899	+84 650 3822 920	0650 3822 920	Bệnh viện Đa khoa Bình Dương	3.4	http://www.benhvienbinhduong.org.vn/	https://maps.google.com/?cid=15530517841312219995	5, Phạm Ngọc Thạch, Hiệp Thành, Tp. Thủ Dầu Một, Bình Dương, Vietnam	5, Phạm Ngọc Thạch, Hiệp Thành, Thành phố Thủ Dầu Một
Benh vien Da Khoa Tuyen Quang	vn	Vietnam	OK	1	ChIJ_Uvg1u6tNDER6J_RXjInVy8	Bệnh viện Đa khoa Tỉnh Tuyên Quang, Tuệ Tĩnh, Tuyên Quang, Vietnam	ChIJ_Uvg1u6tNDER6J_RXjInVy8	21.8266551	105.2031494	+84 91 225 12 50	091 225 12 50	Bệnh viện Đa khoa Tỉnh Tuyên Quang	3.7	http://benhvientuyenquang.org.vn/	https://maps.google.com/?cid=3411238340049084392	98 Tuệ Tĩnh, Tân Hà, Tp. Tuyên Quang, Tuyên Quang, Vietnam	98 Tuệ Tĩnh, Tân Hà, Thành phố Tuyên Quang
Benh vien Da Lieu Trung Uong	vn	Vietnam	OK	2	ChIJ0cX--NxsbzERzwTZWHnAHSc	Bệnh Viện Phong - Da Liễu Tw Quy Hòa, Hoàng Xuân Hãn, Qui Nhơn, Binh Dinh Province, Vietnam	ChIJ0cX--NxsbzERzwTZWHnAHSc	13.7502594	109.2081547	+84 56 3747 999	056 3747 999	Bệnh viện Phong - Da liễu Trung ương Quy Hòa	4.3	http://www.quyhoandh.org.vn/	https://maps.google.com/?cid=2818620569217991887	1 Hoàng Xuân Hãn, Ghềnh Ráng, Tp. Qui Nhơn, Bình Định, Vietnam	1 Hoàng Xuân Hãn, Ghềnh Ráng, Thành phố Qui Nhơn
Benh vien Da Lieu Trung Uong	vn	Vietnam	OK	2	ChIJUU_ZkXmsNTERGLSQ1Mq6fBg	Bệnh viện Da liễu Trung ương, Phương Mai, Hanoi, Vietnam	ChIJUU_ZkXmsNTERGLSQ1Mq6fBg	21.0037962	105.8387451	+84 4 3222 2944	04 3222 2944	National Hospital of Dermatology and Venereology	4.1	http://www.dalieu.vn/	https://maps.google.com/?cid=1764490534334805016	15A Phương Mai, Đống Đa, Hà Nội, Vietnam	15A Phương Mai
Benh vien Da khoa tinh Lai Chau	vn	Vietnam	OK	2	ChIJmzTnMCai0jYR4PyQ04IwkPw	Bệnh Viện Đa Khoa Tỉnh, Thành phố Lai Châu, Lai Chau, Vietnam	ChIJmzTnMCai0jYR4PyQ04IwkPw	22.382109	103.48242	+84 213 3875 185	0213 3875 185	Lai Chau Province General Hospital	3.1	http://maytinhlaichau.com/	https://maps.google.com/?cid=18199099432657550560	Trần Hưng Đạo, Tp. Lai Châu, Lai Châu, Vietnam	Trần Hưng Đạo, Thành phố Lai Châu
Benh vien FV	vn	Vietnam	OK	1	ChIJJeoQtogvdTERC5kIIDyUWrc	Bệnh viện FV, Nguyễn Lương Bằng, Tân Phú, Ho Chi Minh, Vietnam	ChIJJeoQtogvdTERC5kIIDyUWrc	10.7326231	106.7185709	+84 8 5411 3333	08 5411 3333	FV Hospital	3.7	http://fvhospital.com/	https://maps.google.com/?cid=13212035442801154315	6 Nguyễn Lương Bằng, Tân Phú, Quận 7, Hồ Chí Minh, Vietnam	6 Nguyễn Lương Bằng, Tân Phú, 7
Benh vien Hop luc	vn	Vietnam	OK	1	ChIJDxG9b-T3NjERBnhCDu8Ymlc	Bệnh viện Đa khoa Hợp lực, Nam Sơn, Thanh Hóa, Thanh Hoa, Vietnam	ChIJDxG9b-T3NjERBnhCDu8Ymlc	19.8278322	105.7786685	+84 169 537 7753	0169 537 7753	Bệnh viện Đa khoa Hợp lực	3.7	http://hoplucgroup.com.vn/	https://maps.google.com/?cid=6312385242728658950	Nam Sơn, Đông Thọ, Tp. Thanh Hoá, Thanh Hoá, Vietnam	Nam Sơn, Đông Thọ, Thành phố Thanh Hoá
Benh vien Huyen Tan Uyen	vn	Vietnam	OK	2	ChIJQ5EV4OrEdDERuyBHvoO8dsw	Bệnh viện huyện Tân Uyên1, Thị xã Tân Uyên, Binh Duong, Vietnam	ChIJQ5EV4OrEdDERuyBHvoO8dsw	11.0701028	106.7928335	+84 650 3656 319	0650 3656 319	Trung tâm Y tế Thị xã Tân Uyên	3.4	http://ttyttxtanuyen.org.vn/	https://maps.google.com/?cid=14733170505008226491	phường, Uyên Hưng, Tx. Tân Uyên, Bình Dương, Vietnam	phường, Uyên Hưng, Thị xã Tân Uyên
Benh vien Huyen Tan Uyen	vn	Vietnam	OK	2	ChIJ_____z_EdDERlJOFIdxyLhE	Trạm Thủy Nông Huyện Tân Uyên, Uyên Hưng, Binh Duong, Vietnam	ChIJ_____z_EdDERlJOFIdxyLhE	11.0955557	106.7870374	+84 650 3656 333	0650 3656 333	Trạm Thủy Nông Huyện Tân Uyên	5	-	https://maps.google.com/?cid=1238053237354238868	Dt 746, Khu Phố 4, Thị Trấn Uyên Hưng,, Huyện Tân Uyên,, Tỉnh Bình Dương, Uyên Hưng, Tx. Tân Uyên, Bình Dương, Vietnam	Dt 746, Khu Phố 4, Thị Trấn Uyên Hưng,, Huyện Tân Uyên,, Tỉnh Bình Dương
Benh vien K	vn	Vietnam	OK	5	ChIJ-UfUeQYMNTER0bXwrC_8wi8	Bệnh Viện Đa Khoa Kinh Bắc, Trần Hưng Đạo, Thành phố Bắc Ninh, Bac Ninh Province, Vietnam	ChIJ-UfUeQYMNTER0bXwrC_8wi8	21.176992	106.0735528	+84 222 3856 699	0222 3856 699	Bệnh Viện Đa Khoa Kinh Bắc	4.2	http://benhvienkinhbac.com.vn/	https://maps.google.com/?cid=3441590346959599057	308 Trần Hưng Đạo, Đại Phúc, Tp. Bắc Ninh, Bắc Ninh, Vietnam	308 Trần Hưng Đạo, Đại Phúc, Thành phố Bắc Ninh
Benh vien K	vn	Vietnam	OK	5	ChIJcSHvJyetNTER0maKj6qdzB8	Bệnh viện K Cơ sở Tân Triều, Hanoi, Vietnam	ChIJcSHvJyetNTER0maKj6qdzB8	20.9636443	105.7995851	+84 168 462 9294	0168 462 9294	National Hanoi Cancer Hospital	3.7	http://benhvienk.vn/	https://maps.google.com/?cid=2291379666302953170	Phùng Hưng, Tân Triều, Thanh Trì, Tân Triều Hà Đông Hà Nội, Vietnam	Phùng Hưng
Benh vien K	vn	Vietnam	OK	5	ChIJiQFxb98udTER3QcdmS30U7U	Bệnh Viện Thẩm Mỹ Kangnam Hàn Quốc, Bà Huyện Thanh Quan, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJiQFxb98udTER3QcdmS30U7U	10.7817756	106.682033	+84 8 7306 6466	08 7306 6466	Bệnh Viện Thẩm Mỹ Kangnam Hàn Quốc	4.1	http://benhvienthammykangnam.vn/	https://maps.google.com/?cid=13066055420611463133	84A Bà Huyện Thanh Quan, phường 9, Quận 3, Hồ Chí Minh, Vietnam	84A Bà Huyện Thanh Quan, phường 9, Hồ Chí Minh
Benh vien K	vn	Vietnam	OK	5	ChIJq-zMqamtNTERuTpvbhjFV5Y	Bệnh viện K Cơ sở 2, Tam Hiệp, Hanoi, Vietnam	ChIJq-zMqamtNTERuTpvbhjFV5Y	20.9547224	105.8320246	+84 4 3685 7932	04 3685 7932	Bệnh viện K Cơ sở 2	3.9	http://www.benhvienk.vn/	https://maps.google.com/?cid=10833344137385687737	Tựu Liệt, Tam Hiệp, Thanh Trì, Hà Nội, Vietnam	Tam Hiệp
Benh vien Le Loi	vn	Vietnam	OK	2	ChIJk8z683JtNTERbUFuYppccRw	Bệnh viện, Nghĩa Long, Lê Lợi, Thành phố Bắc Giang, Bac Giang, Vietnam	ChIJk8z683JtNTERbUFuYppccRw	21.2728389	106.1951834	-	-	Bệnh viện	-	-	https://maps.google.com/?cid=2049521123576398189	Nghĩa Long, Lê Lợi, Tp. Bắc Giang, Bắc Giang, Vietnam	Nghĩa Long, Lê Lợi, Thành phố Bắc Giang
Benh vien Mat	vn	Vietnam	OK	5	ChIJ25MWvuHNOTERm-YfQtlmjjM	Sai Gon – Vinh Eye Hospital, Vinh, Nghe An, Vietnam	ChIJ25MWvuHNOTERm-YfQtlmjjM	18.6899953	105.6901328	+84 238 8609 595	0238 8609 595	Sai Gon – Vinh Eye Hospital	4.1	http://www.matsaigon.com/	https://maps.google.com/?cid=3715019825930561179	999 Đại lộ VI Lê Nin, Hà Huy Tập, Tp. Vinh, Nghệ An, Vietnam	999 Đại lộ VI Lê Nin, Hà Huy Tập, Thành phố Vinh
Benh vien Mat	vn	Vietnam	OK	5	ChIJQZN-oI2rNTERgoIPjdzzADk	National Institute Of Ophthalmology, Hanoi, Vietnam	ChIJQZN-oI2rNTERgoIPjdzzADk	21.0175653	105.8495031	+84 4 3826 3966	04 3826 3966	National Institute Of Ophthalmology	4	http://vnio.vn/	https://maps.google.com/?cid=4107550988746850946	85 Bà Triệu, Nguyễn Du, Hai Bà Trưng, Hà Nội, Vietnam	85 Bà Triệu
Benh vien Mat	vn	Vietnam	OK	5	ChIJX1YleSUvdTER-vz9cxDUIxI	Bệnh Viện Mắt, Điện Biên Phủ, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJX1YleSUvdTER-vz9cxDUIxI	10.7786893	106.6853645	+84 8 3932 6732	08 3932 6732	Bệnh Viện Mắt	3.2	-	https://maps.google.com/?cid=1307121483998166266	280 Điện Biên Phủ, phường 7, Quận 3, Hồ Chí Minh, Vietnam	280 Điện Biên Phủ, phường 7, Hồ Chí Minh
Benh vien Muong La	vn	Vietnam	OK	1	ChIJ_____z_fMzERYxY8cFK8mO0	Bệnh viện Mường Lát, Pù Nhi, Thanh Hoa, Vietnam	ChIJ_____z_fMzERYxY8cFK8mO0	20.4941326	104.5888356	+84 237 3237 228	0237 3237 228	Bệnh viện Mường Lát	-	-	https://maps.google.com/?cid=17120641045705266787	Thị trấn Huyện Mường Lát, Pù Nhi, Mường Lát, Thanh Hoá, Vietnam	Thị trấn Huyện Mường Lát
Benh vien Nguyen Dinh Chieu	vn	Vietnam	OK	1	ChIJqx5FAmGoCjER-6TmiQtitms	bá»nh viá»n Äa khoa Nguá» n ÄÃ¬nh Chiá»u, Đoàn Hoàng Minh, thành phố Bến Tre, Ben Tre, Vietnam	ChIJqx5FAmGoCjER-6TmiQtitms	10.2386643	106.3667994	+84 75 3829 506	075 3829 506	Nguyen Dinh Chieu hospital	3.6	-	https://maps.google.com/?cid=7761498809517384955	Đoàn Hoàng Minh, Phường 5, Tp. Bến Tre, Bến Tre, Vietnam	Đoàn Hoàng Minh, Phường 5, thành phố Bến Tre
Benh vien Nguyen Trai	vn	Vietnam	OK	1	ChIJTVCAcv0udTERmcvcpOhdfXQ	Bệnh Viện Nguyễn Trãi, Nguyễn Trãi, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJTVCAcv0udTERmcvcpOhdfXQ	10.7567384	106.6750873	+84 8 3923 5020	08 3923 5020	Bệnh Viện Nguyễn Trãi	4	http://bvnguyentrai.org.vn/	https://maps.google.com/?cid=8393968534268201881	314 Nguyễn Trãi, phường 8, Quận 5, Hồ Chí Minh, Vietnam	314 Nguyễn Trãi, phường 8, Hồ Chí Minh
Benh vien Nhi	vn	Vietnam	OK	5	ChIJdxgskt3_NDERFi4eGtD5T74	Bệnh Viện Nhiệt Đới TW Cơ Sở 2, Kim Chung, Hanoi, Vietnam	ChIJdxgskt3_NDERFi4eGtD5T74	21.1314884	105.7743924	-	-	Bệnh Viện Nhiệt Đới TW Cơ Sở 2	4.3	-	https://maps.google.com/?cid=13713454062553148950	Kim Chung, Đông Anh, Hà Nội, Vietnam	Kim Chung
Benh vien Nhi	vn	Vietnam	OK	5	ChIJn7GrjVuaNTERiO6jy-dKQZ0	Bệnh Viện Nhi Hải Dương, tt. Gia Lộc, Hai Duong, Vietnam	ChIJn7GrjVuaNTERiO6jy-dKQZ0	20.9024444	106.2923558	+84 220 3710 700	0220 3710 700	Bệnh Viện Nhi Hải Dương	4.6	-	https://maps.google.com/?cid=11331420496855297672	Liên Hồng,, tt. Gia Lộc, Gia Lộc, Hải Dương, Vietnam	Liên Hồng,, tt. Gia Lộc
Benh vien Nhi	vn	Vietnam	OK	5	ChIJtyvehgEvdTERVJzqi4krOQE	Bệnh viện Bệnh Nhiệt đới, Võ Văn Kiệt, Ho Chi Minh City, Vietnam	ChIJtyvehgEvdTERVJzqi4krOQE	10.7528192	106.6784452	+84 8 3923 5804	08 3923 5804	Bệnh viện Bệnh Nhiệt đới	4	http://www.bvbnd.vn/	https://maps.google.com/?cid=88149537468357716	764 Võ Văn Kiệt, Hồ Chí Minh, phường 1, Vietnam	764 Võ Văn Kiệt, Hồ Chí Minh
Benh vien Nhi	vn	Vietnam	OK	5	ChIJwVi90BiIoDERrSohVgz2HgA	Can Tho Children Hospital, Nguyễn Văn Cừ nối dài, Can Tho, Cần Thơ, Vietnam	ChIJwVi90BiIoDERrSohVgz2HgA	10.0167626	105.7393284	+84 292 3731 004	0292 3731 004	Can Tho Children Hospital	3.5	http://nhidongcantho.org.vn/	https://maps.google.com/?cid=8714782146374317	Nguyễn Văn Cừ nối dài, An Bình, Ninh Kiều, Cần Thơ, Vietnam	Nguyễn Văn Cừ nối dài
Benh vien Nhi Thai Binh	vn	Vietnam	OK	1	ChIJsTTkGjT7NTERt0n9lTwVWsM	Bệnh viện Nhi Thái Bình, Thái Bình, Thai Binh, Vietnam	ChIJsTTkGjT7NTERt0n9lTwVWsM	20.4323597	106.3516259	+84 227 3643 260	0227 3643 260	Bệnh viện Nhi Thái Bình	4.6	-	https://maps.google.com/?cid=14076586935258532279	Số 02 phố Tôn Thất Tùng, Trần Lãm, Tp. Thái Bình, Thái Bình, Vietnam	Số 02 phố Tôn Thất Tùng, Trần Lãm, Thành phố Thái Bình
Benh vien Rang Ham Mat Trung uong	vn	Vietnam	OK	2	ChIJn6J_j5arNTEROr2jD0GL7X8	Bệnh viện Răng Hàm Mặt Hà Nội, Tràng Thi, Hàng Bông, Hanoi, Vietnam	ChIJn6J_j5arNTEROr2jD0GL7X8	21.0276118	105.8461073	+84 4 3826 9727	04 3826 9727	Bệnh viện Răng Hàm Mặt Hà Nội	4.1	http://ranghammat.org.vn/	https://maps.google.com/?cid=9218177123848797498	40 Tràng Thi, Hàng Bông, Hoàn Kiếm, Hà Nội, Vietnam	40 Tràng Thi, Hàng Bông
Benh vien San Nhi Quang Ngai	vn	Vietnam	OK	1	ChIJuRUWBiStaTER9jTyEo80xl4	Bệnh Viện Sản Nhi Quảng Ngãi, Quảng Ngãi, Quang Ngai, Vietnam	ChIJuRUWBiStaTER9jTyEo80xl4	15.1204531	108.7900808	-	-	Bệnh Viện Sản Nhi Quảng Ngãi	-	-	https://maps.google.com/?cid=6829203674056766710	Trần Phú, Quảng Ngãi, Quang Ngai, Vietnam	Trần Phú, Quảng Ngãi
Benh vien Tim Ha Noi	vn	Vietnam	OK	2	ChIJIf3u8d-qNTERV_OWHGIwPCo	Bệnh Viện Tim Hà Nội Cơ Sở 2, Võ Chí Công, Xuân La, Hanoi, Vietnam	ChIJIf3u8d-qNTERV_OWHGIwPCo	21.0685399	105.8070895	+84 4 3758 9191	04 3758 9191	Hanoi Heart Hospital2	3.8	http://benhvientimhanoi.vn/	https://maps.google.com/?cid=3043360646140195671	Võ Chí Công, Xuân La, Tây Hồ, Hà Nội, Vietnam	Võ Chí Công, Xuân La
Benh vien Tu Du	vn	Vietnam	OK	2	ChIJJQEZfyIvdTER8mCM_AkS0yc	Bệnh Viện Từ Dũ, Cống Quỳnh, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJJQEZfyIvdTER8mCM_AkS0yc	10.7683483	106.6848723	-	-	Bệnh Viện Từ Dũ	3	-	https://maps.google.com/?cid=2869657221666201842	227 Cống Quỳnh, Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh, Vietnam	227 Cống Quỳnh, Nguyễn Cư Trinh, Hồ Chí Minh
Benh vien da khoa Chiem Hoa	vn	Vietnam	OK	1	ChIJdafNb1lEyzYRdtzwTCM31Ek	Bệnh viện Đa khoa Chiêm Hóa, TT. Vĩnh Lộc, Tuyên Quang, Vietnam	ChIJdafNb1lEyzYRdtzwTCM31Ek	22.1456473	105.2711147	+84 27851110	27851110	Bệnh viện Đa khoa Chiêm Hóa	4.9	-	https://maps.google.com/?cid=5319937684585634934	Vĩnh Lộc, Chiêm Hóa, Tuyên Quang, Vietnam	Vĩnh Lộc
Benh vien da khoa Dan Phuong	vn	Vietnam	OK	1	ChIJjYtPsW5WNDER9rBY3BstMSA	Dan Phuong General Hospital, Tân Hội, tt. Phùng, Hanoi, Vietnam	ChIJjYtPsW5WNDER9rBY3BstMSA	21.0871188	105.6709467	+84 4 3363 6050	04 3363 6050	Dan Phuong General Hospital	2.9	http://benhviendakhoadanphuong.vn/	https://maps.google.com/?cid=2319684880756682998	Tân Hội, tt. Phùng, Đan Phượng, Hà Nội, Vietnam	Tân Hội, tt. Phùng
Benh vien da khoa tinh dien Bien	vn	Vietnam	OK	4	ChIJ29MmYFoILTER1hb2XaU7iMU	Bệnh viện đa khoa tỉnh Điện Biên, Thành phố Điện Biên Phủ, Dien Bien, Vietnam	ChIJ29MmYFoILTER1hb2XaU7iMU	21.392394	103.0323778	+84 215 3825 463	0215 3825 463	Bệnh viện đa khoa tỉnh Điện Biên	4	-	https://maps.google.com/?cid=14233692203736504022	92 p, Tôn Thất Tùng, Noong Bua, Tp. Điện Biên Phủ, Điện Biên, Vietnam	92 p, Tôn Thất Tùng, Noong Bua, Thành phố Điện Biên Phủ
Benh vien da khoa tinh dien Bien	vn	Vietnam	OK	4	ChIJB0-rVeIILTERKWdpyni0qK4	BENH VIEN DA KHOA THANH PHO DIEN BIEN PHU, Thành phố Điện Biên Phủ, tỉnh Điện Biên, Vietnam	ChIJB0-rVeIILTERKWdpyni0qK4	21.4066751	103.0330125	-	-	BENH VIEN DA KHOA THANH PHO DIEN BIEN PHU	-	-	https://maps.google.com/?cid=12585507589571831593	Him Lam, Tp. Điện Biên Phủ, Dien Bien, Vietnam	Him Lam, Thành phố Điện Biên Phủ
