Bendan Hospital Kota Pekalongan	Jl. Sriwijaya 2, Pekalongan
Hospital Dr. M Ashasi Pemalang	Jl. Gatot Subroto 41, Pemalang
RSU Dr. H.RM Soeselo W	Jl. Dr. Sutomo 63 Slawi Tegal
Hospital Suradadi	Jl. Tegal-Pemalang Raya KM.12
RSU Brebes	Jl. Jend.Sudirman 181, Brebes
Hospital Brits	Jl. KH. Ahmad Dahlan KM.01 Brits
RS Bhakti Sejahtera	Jl.Damar 136 Kv. Magersari Tegalrejo
Hospital Wates	Jl. Student Military km.1 5 Wates
Nyi Ageng Serang Hospital	Jl. Sentolo - Muntilan KM 0.3
Hospital Panembahan Senopati	Jl. Dr. Wahidin SH Bantul
Hospital Wonosari	Jl. Taman Bakti No 6 Wonosari
RSUD Sleman	Jl. Bhayangkara 48 Triharjo
Hospital Prambanan 	Jl. Prambanan Prambanan Sleman Piyungan Km.7 Sumberharjo
Dr. Darsono	Jl. Jen A Yani No. 51 Pacitan
Hospital Dr. Harjono S Ponorogo	Jl. Raya Pacitan Ponorogo Ponorogo Pakunden
RSU Dr. Terri Soedomo	Jl. Soetomo No. 2 Terri
Hospital Dr Isaac Tulungagung	Jl. Dr. Wahidin Sudiro Husodo, Tulungagung
Hospital Ngudi Waluyo Wlingi	Jl. Dr. Sucipto 5 Wlingi
DISTRICT hospitals KEDIRI	Jl. Heroes Kusuma Bangsa 1, Pare
RSU 'Kanjuruhan' Kepanjen	Jl. Panji No. 100 Kepanjen, Malang
Hospital Lawang 	Jl. RA Kartini 5, Lawang district. Poor
RSU Dr. Soebandi	Jl. Dr. Soebandi 124, Jember
Hospital Kalisat Kab.Jember	Jl. MHThamrin 31 Jember
Hospital Balung	Jl. Rambipuji 19, Balung Jember
RSU Blambangan	Jl. Lt. Col. Istiqlah No. 49 Banyuwangi
Hospital Roof tiles	Jl. Hasanuddin 98, Tile
Hospital Dr. H.Koesnadi	Jl. Piere Tendean Bondowoso
Dr. Abdoer Rahem Situbondo	Jl. Anggrek No. 68 Situbondo
Hospital Besuki	Jl. Sport No 55 Besuki
Hospital Asembagus KAB. SITUBONDO	Jl.Raya Asembagus
RSU Waluyo Jati Kraksaan	Jl. Dr. Sutomo No. 01 Kraksaan
Hospital Tongas 	Jl. Raya Tongas No. 229
Hospital Bangil	Jl. Raya Raci - Bangil
Hospital Sidoarjo	Jl. Mojopahit 667 Sidoarjo
RSU Prof Dr Soekandar	Jl. Hayam Wuruk 25 Mojosari
Hospital RA.Basoeni	Jl. Raya Gedeg 17, Kab.Mojokerto
Hospital District. handsome	Jl. KH.W Hasyim 52, Jombang
Hospital Ploso	Jl. Darmo Sugondo Rejoagung 83-Ploso
Hospital Nganjuk	Jl. Dr. Sutomo 62, Nganjuk
RSU Kertosono	Jl. Supriadi No. 29 Kertosono.
Hospital Caruban, Kab.Madiun	Jl. A Yani Km 2 Caruban Madiun
Hospital Dolopo	Jl. Raya Dolopo No. 117, Dolopo, Madiun
RSU Dr. Saydiman Magetan	Jl. Heroes 2 Magetan
RSU Dr. Soeroto Ngawi	Jl. Dr Wahidin no: 27
RSU Dr. R. Sosodoro Djatikoesoemo	Jl. Dr Wahidin 40, Bojonegoro
Hospital Sumberrejo	Jl. Raya 231 Sumberrejo, Bojonegoro
Hospital Padangan	Jl. Dr. Soetomo No.02 Padangan, Bojonegoro
RSU Dr. R Koesma Tuban	Jl. Dr. Wahidin Sudiro Husodo 800, Tuban
Hospital Dr Soegiri Lamongan	Jl. Kusumabangsa No. 7 Lamongan
Hospital Ngimbang	Jalan Mayangkara No. 227 Sendangharjo Ngimbang
Kab Ibn Sina Hospital. Gresik	Jl. Dr. Wahidin Sudirohusodo 243 B, Gresik
Hospital Syarifah Ambami Rato Ebu	Jl. Youth Kaffa No. 9 Bangkalan
Hospital District. Lacquer	Jl. Rajawali No. 10, Sampang
Hospital Dr. H. Slamet Martodirdjo	Jl. Raya Panglegur 4, Pamekasan
RSU Muh Anwar Sumenep	Jl. Dr Cipto No. 42 Sumenep
General Hospital Blessing	KM 5 Jalan Raya Labuan Pandeglang Cikoneng
RSU Dr Adjidarmo	Jl. Iko Jatmiko 1 Rangkasbitung
RSU Tangerang	Jl. A Yani No. 9 Tangerang, Tangerang City
Hospital Balaraja	Pain Jl.Rumah NO. 88 Village Penance district. Balaraja
Dr. Dradjat Prawiranegara	Jl. Hospital No. 1 Attack
RSU State	Jl. Wijaya Kusuma 17 Countries
RSU Tabanan	Jl. Pahlawan No. 14 Tabanan
Hospital District. Badung Mangusada	Jl. Ship Kingdom Mengwi, Badung
RSU Klungkung	Jl. Flamboyan No. 40 Semarapura
RSU Bangli	Jl. Brigadier Ngurah Rai No. 99X Bangli
Hospital KARANGASEM	Jl. Ngurah Rai, 58 Amlapura
Hospital District. Buleleng	Jl. Ngurah Rai 30 Singaraja
Worth Hospital Obedient Patju	Jl. H. Then Anggrat BA No. 2, Gerung
RSU Praya	Jl. H. Then Hashim, Village Tiwu Galina, Praya
RSU Dr R Sudjono	Jl. Prof M Yamin, SH. 55 Selong
RSU Sumbawa Besar	Jl. Garuda No. 5 Sumbawa Besar
RSU Dompu	Jl. Health No. 1 Dompu, NTB
RSU Bima	Jl. Langsat No. 1 Raba City of Bima
Hospital SONDOSIA KAB. BIMA	Jl. Cross Sondosia Sumbawa district. Bolo
Ash-Shifa Hospital in West Sumbawa	Jln Lang Sesat Taliwang
RSU Kab. North Lombok	Jl. Raya Tanjung - Bayan, Tanjung, North Lombok
RSU Waikabubak	Jl. Adhyaksa, KM.3, Kel. Sobawawi, district. Loli,
Rote Ndao Hospital Ba'a 	Jl. Ba'a-Busalangga, Kab. Rote Ndao
Hospital Naibonat	Jl. Timor Raya KM.37 Oelamasi, Kupang
RSU Soe	Jl. Boegenville 7 Soe - South Central Timor
Hospital Kefamenanu	Jl. Lt. Suprapto Kefamenanu
Hospital MGR Gabriel Manek	Jl. Dr Sutomo 2 Atambua
RS Buffer Border Betun	Jl. The village Sukabihanawa Kamanasa Middle Kec.Malaka
Hospital Alor	Jl. Dr Sutomo Kab Alor Kalabahi
RS Moving Kab.Alor	Jln. Masang, RT 08 RW 04 KEL. EAST WELAI, KEC. GULF PEARL, KAB. ALOR
Hospital Lewoleba	Jl.Trans Lembata 1, Lewoleba, Lembata
RSU Larantuka	Jl.Jend.Sudirman. No. 33 Central Kel.Sarotari, larantuka
Dr TC Hillers Hospital Maumere	Jl.Wairklau - Maumere
Hospital Ende	Jl. Prof Dr. WZ.Johanes Ende
RSU Bajawa	Jl. Diponegoro No. 5, Bajawa
RSU Ruteng	Jl. Dr.Soetomo 1 Ruteng, Kab. Manggarai
RS CENTRAL MOVING SUMBA	Waihibur, Ds. Umbu Mamijuk, district. Umbu Ratu Nggay West
Sabu Hospital Raijua	Jl. Trans Seba - Bollou Km 7
RSU Sambas	Jl. Education Tumuk Manggis Sambas Sambas
RSU Pemangkat	Jln. Abdul Kadir Kasim No. 20 Pemangkat
Hospital Kab.Bengkayang	Jl. Sanggau Ledo 20 Bengkayang
Hedgehog Hospital	Jl. Raya Ngabang Sanggau
RSU Dr Rubini Mempawah	Jl.dr.Rubini Mempawah
RSU Sanggau	Jl. Jend Sudirman Sanggau
Moving RS Hall Authorship	Jl. Cross Sekayam No. 1, district. Sekayam
RSU Dr. Agusdjam Ketapang	Jl. Panjaitan 51 Ketapang
RSU Ade Moehamad Djoen Sintang	Jl. Pattimura Sintang
Hospital Dr Achmad Diponegoro	Jl. Kom Yos Sudarso 42 Putussibau
RS Moving Badau Kapuas Hulu	Jl.Lintas Badau NA.Kantuk Hamlet perumbang Kekurak village, district. Badau
Hospital Kab.Sekadau	Jl. Merdeka Timur KM. 06 Ds. Mungguk district. Sekadau Hilir district. Sekadau
Hospital Melawi	Jl. Kelakik KM4, Nanga Pinoh, Kab.Melawi Kalbar
Hospital Dr Murjani Sampit	Jl. HM Arsyad No. 65 Sampit
Hospital Dr H Soemarno S	Jl. Tambun Bungai No. 16 Kuala Kapuas
RSU Muara Teweh	Jl. Jethro Sinseng Muara Teweh
Hospital Lamandau	JL. TRANS KALIMANTAN Km.4
Hospital Sukamara	Jl. Tjilik Riwut KM 5.5 No.35 Sukamara
Hospital Hanau	Jl. Sampit - Pangkalan Bun km.142 WASTERS Hulu kec.Hanau
Hospital Kuala Wasters	Jl. A. Yani No.30, Kuala Pembuang
Hospital MAS AMSYAR Kasongan	Jl. Hospital No.1, Kasongan
Hospital Pisau	Jl. WAD Duha District Office Complex. Home Knives Central Kalimantan Province
Hospital Kuala Period	Jl. Jend. A. Yani 43 Kuala Kurun Kalteng
Hospital Tamiang Layang	Jl. Nansarunai Tamiang Layang # 62
Hospital Puruk Cahu	Jl. A. Yani No. 497, Puruk Cahu
Hospital H Boejasin Pelaihari	Jl. Hadji Boejasin 68 Kab. Land Sea
Hospital Kotabaru	Jl. H Hasan Basri 57, Kotabaru
Hospital Queen Zalecha	Jl. Four ministers Martapura
Abdul Aziz Hospital / Marabahan	Jl. Jend Sudirman 10, Rt. 13 Rw. 001, Marabahan
RSU Datu bun Rantau	Jl. Brig H Basri Rantau
RSU Brig H Hasan Basry	Jl. Sudirman No. 29 Kandangan
Class D Primary Hospital	Pihanin Jl Raya, the village of Daha Pihanin District of South Hulu Sungai Selatan
Hospital H Damanhuri Barabai	Jl. Murakata No. 4 Barabai
RSU Pambalah Batung	Jl. Basuki Rahmat No. 1 Amuntai
Hospital H. Badaruddin / Cape	Jl. Attorney General Suprapto Cape
Dr. H. ANDI ABDURRAHMAN NOOR	Jl. HM. Amin KM. 10 RT. 03, Sepunggur village, district. Kusan Hilir, Kab.Tanah Bumbu, South Kalimantan
Hospital Balangan 	Jl. East Rim Km.1,7 Paringin Kab.Balangan
Hospital Commander Peer	Jl.Kusuma Nations KM.5 Tana Paser
RS Hope Insan Sendawar	Jl. Kampung Mawar Sekolaq Joleq district. Sekolaq Army Kab. Kutai west
Hospital Tenggarong AM Parikshit	Jl. Queen Court No. 1 Tenggarong Seberang
Hospital Dayaku KING 	Jl. Poros Kota Bangun Tenggarong Km. 5 district. Kota Bangun
Hospital Aji Batara Agung Dewa Sakti	Jl. Balikpapan - Handil II Samboja
Hospital Tanjung Selor	Jl. Cendrawasih Tanjung.Selor
Hospital Kudungga	Jl. Soekarno Hatta 1 North Sangatta
RSU Dr. Abd.Rivai Berau	Jl. 275 Long Island Tanjung Redeb
Hospital District. Malinau	Jl. Tubu Respen district. North Malinau District. Malinau
RS Moving Kab.Malinau	Langgap-South Malinau
Hospital District. Nunukan	Jl. Ujang Fatimah Rt.04 West Nunukan
Hospital Kab.Penajam Paser Utara	Jl. Km.09 province Kab.Penajam Paser Utara
RSU Datoe Binangkang	Jl. Ade Irma S. Nasution, Kotamobagu
Hospital Bolaang Mongondow	Jl. Ade Irma S Nasution Kotamobagu
RSU Dr. Sam Ratulangi	Jl. Suprapto Luaan Tondano east
RSU Liun Kendage	Tatehe village road Apengsembeka District of Tahuna
RS Moving Kab.Kep.Sitaro	Kampung Sawang district, south eastern Siau
RS Moving Kab.Kep.Talaud	Jl Raya Taturan - Gemeh Gemeh District of Talaud Islands
Hospital Talaud	Jl. Raya Mala district. Melonguane
Hospital Amurang	TEEP village jl. trans Sulawesi
Hospital Maria Walanda Maramis	Jl. Prof. Arnold Mononutu - Kel.Sarongsong II - Airmadidi
Hospital Bolaang Mongondow NORTH	Jl. Talaga Tomoagu Bolangitang
Hospital Tagulandang	Village of Bahoi Jln Batuline Tagulandang - Kab.Sitaro
Hospital Bolaang South Mongondow	Jl. Raya Molibagu
Hospital Banggai	Jl. KM 7.Adean Sea Banggai
Hospital TRIKORA Salakan	Jln. Trans Peling KM. 4 No. 1 Salakan
RSU Luwuk	Jl. Imam Bonjol No. 14 Luwuk
Hospital Morowali	Jl. Trans Sulawesi Fonuasingko Bungku
Poso Hospital	Jl. Jen.Sudirman 33 Poso
RSU Kolonedale	Jl. W Monginsidi 2 Kolonedale
Hospital Kabelota	Jl. Trans Hammer - Donggala Kabonga Large
RSU Mokopido Toli-Toli	Jl. Lanoni 37 Toli-Toli, Central Sulawesi
RSU Buol	Jln. DR. Wahidin Sudirohusodo 12 Ex. Leok II district. Biau
RSU Anuntaloko Parigi	Jl. Sis Al Jufri 214 Parigi
KING Hospital Tombolotutu	Jl. Trans Sulawesi, Tinombo
Regional General Hospital Wakai	Tanimpo village, district. Una Una
RSU Ampana	Jl. St Hasanuddin No. 32 Ampana
TORA Hospital BELO	JL. SHAFT PALU-Palolo VILLAGE Sidera KEC SIGI Biromaru
RSU Selayar	Jl. KH. Abd. Kadir Kasim N0.--South Sulawesi Selayar
HA hospitals. Sulthan Daeng Radja	Jl. Serikaya No. 17 Bulukumba
RSU Prof. A Makkatutu	Jl. Lotus 20 Bantaeng
Lanto Daeng Hospital Pasewang / Jeneponto	Jl.lingkar South Kel.Empong 8
RSU H. Pajonga Dg.Ngale Takalar	Jl. Ince Husain Dg Parani No. 1, Kab Takalar
Hospital Shaykh Yusuf Gowa	Jl. Dr. Wahidin HS 48 Sungguminasa
RSU Sinjai	Jl. Jend Sudirman No. 47 Sinjai, South Sulawesi
RSU Tenriawaru Bone	Jl. DR. Wahidin Sudirohusodo Watampone
RSU Salewangeng Maros	Jl. Poros Maros-Makassar KM 3 Maros
RSU Pangkep	Jl. Sultan Hasanuddin 7 Pangkajene
RSU Barru	Jl. Lasawedi Kel.Coppo Kec.Barru Kab.Barru
RSU Lamadukeleng Sengkang	Jl. K artika Chandra Kirana No. 9 Sengkang
Hospital Siwa	Jl. Andi Djaja No 1 Shiva
RSU Nene Mallomo	Jl. Wolter Monginsidi Pangkajene
Arifin Numang	Jl. Achmad Yani No. 1 Rappang
RSU Lasinrang Pinrang	Jl. Tigers No. 9 Pinrang
RSU Enrekang	Jl. Jend Sudirman Keppe Enrekang
RSU Puang Sabbe	Jl.H.Andi Liu 1 Cakke district. Anggeraja
RSU Andi Jemma Masamba	Jl. Sultan Hasanuddin 23 Masamba
Hospital Guru	Jl. Tomakaka - Lebani Kab. Luwu
RSU Lakipadada Tana Toraja	Jl. Pongtiku Mandetek Tana Toraja
Hospital I Lagaligo	Jl. Sangkuruwira, Kec.Wotu East Kab.Luwu
RSU Sawerigading	Jl. Dr. Ratulangi Km.7 Rampoang Palopo
Regional General Hospital of North Buton	Jl. Poros Ereke village Baubau Elhaji
Hospital Pasar Wajo	JL. Protocol Laburunce district. Pasarwajo
Hospital KAB BUTON SOUTH	BAU-BAU SHAFT JL Batauga
RSU Raha	Jl. Sultan Hasanuddin 6 Raha
Hospital MUNA DISTRICT WEST	Jl. Poros Lagadi - Tondasi district. Tikep Kab. Muna West
Hospital Konawe	Jl. Pangeran Diponegoro 301, Konawe
RSU Kolaka	Jl. DR.Sutomo No. 01 Kolaka
Hospital HMDjafar Aaron	Jl. Lasusua Trans Sulawesi, Kolaka
Hospital Bombana	Jl. POEA shaft Kel.Poea district. Central Rumbia
Hospital Wakatobi	Jl. Samad Utudae Ex. Mandati III, district. Wangi - Wangi South
Hospital North Kab.Konawe	Jl. Poros Kendari-Asera, Village Lahimbua, excl. Andowia, Kab. North Konawe
Hospital East Kolaka	Jl. Drs. H. Abdullah Silondae No. 35
Hospital Konawe ISLANDS	Jln. Poros Port Langara
Hospital Farmers and Fishermen	Jln. Prof. Dr. Aloei Saboe, Kec.Tilamuta Lamu village, Kab.Boalemo
RSU Dr M Mohammad Dunda	Jl. Achmad A. Wahab (ex Ahmad Yani No. 53) Limboto
Hospital Pohuwato	Jl. dr. Umar Herizal Botubilotahu Village district. Marisa
Hospital Tombulilato	Ds.Inomata jln.Trans Sulawesi Coastal
Hospital Toto Kabila	jl.Kesehatan No. 25, kec.Tilongkabila, Bolango Bone, Gorontalo
Dr. Zainal Umar Sidiki	Jl. Cimelati Bulalo Village District of Kwandang
Hospital Majene	Jl. Poros-Majene Mamuju
Hospital Polewali	Jl. Dr Ratulangi 50 Polewali
RSU field Minake 	Minake District of Tandukkalua - Mamasa
RSU Kondosapata Kab. Mamasa	Jl. Poros Mamasa Rural District of Balla Balla
Hospital Mamuju	Jl. Bassi confinement Mamuju
Hospital District. Central Mamuju	JL. KTM COMPLEX WOOD MIDDLE MANGIWANG.TOBADAK Mamuju
RSU North Mamuju	Jl. Bukit Husada - No. 10 Ako Pasangakayu
RSU Karel Sadsuitubun	Jl. Merdeka Raya no.3 Ohoijang Langgur
RS Moving Kab.Maluku Tenggara Barat	Jln. Ir. Soekarno
Hospital Dr. PP Magretti Saumlaki	Jl. Mr. Latuharhari - Saumlaki
Hospital, dr. D.Anatototi	Larat district. North Tanimbar Kab MTB
Hospital Banda	JL.KUJALI Banda, Central Maluku
RSU Saparua	Jl. Porto Haria Hospital District of Saparua
RSU Namlea	Jl. Butung Leong No. 1 Lala - Namlea
RSU Masohi	Jl. Dr GA Siwabessy Masohi
RSU Tulehu	Jl. Heroes # 36 Tulehu
Hospital Cendrawasih Dobo	Jl. Cendrawasih KM.6, Aru Islands
RSU Piru	Jln. arterial Piru
Kab.Seram Hospital of Eastern (Bula)	Jl. Wailola No.11-12 Bula, Kab.Seram Bag.Timur
MOVING RS KAB. MALUKU WEST	TIAKUR
Hospital Namrole	Jl. Mangga Dua - Namrole
RSKD Ambon	Jl. Laksdya Leo Wattimena Ambon
Regional Hospital Tobelo	Jl. Lanbouw Gamsungi tobelo
Hospital Jailolo	Jl.Ir. Ds.Acango Soekarno-Jailolo, West Halmahera
RS Moving North Kab.Halmahera	Kukumutuk
Hospital Sanana	Jln. Dr. Sibarani - Village Falahu Sanana District Subdistrict Kep. Sula
Hospital Labuha	Jln. Raya Labuha-Babang
RS Moving Bisui Kab. South Halmahera	South Halmahera
RSU OBI	Jln. Yellow Branch Buton district village Obi
Hospital Weda	Jl. Raya Weda
Hospital District. Morotai Island	Jl. Nakamura Village South Morotai districts Dehegila
Hospital Maba	Jl. Trans Halmahera district. Maba city
RS Moving kab. Morotai Island	district government Morotai Island
RSU Fak Fak	Jl. Jend Sudirman Fak Fak
RSU Manokwari	Jl. Bhayangkara No.I Manokwari
Hospital KAIMANA	Jl. Batu Putih, Kilo I, Kaimana District, Kaimana, West Papua Province
Wondama Bay Hospital	Jl. Raya Manggurai Wasior
RSU Bintuni	Highway Sibena KM7
RSU SCHOLOO Keyen	Jl. Teminabuan - Ayamaru Kampung Keyen - Teminbauan
Regional Hospital Raja Ampat	Waisai Waisai District City
RSU Merauke	Jl. Sukarjowirjopranoto No. 1 Merauke
Leprosy Hospital Merauke	Jl. Garuda Mopa Merauke
RSU Nabire	Jl. RE Martadinata Nabire, Papua
RSU Wamena	Jl. Trikora Wamena, 9
Hospital Dekai	jl. Dekai shaft-logpon, Papua
Hospital Paniai 	Jl. Madi Km.7 Kingdom, East Paniai
RSU Serui	Jl. Agriculture Wainakawini - Serui
RSU Biak	Jl. Sriwijaya Ridge I Biak
Noble Hospital	Jl. Papua, Pruleme, District of Mulia Puncak Jaya
Hospital District. Mimika	Jl. Yos Sudarso Kab. Mimika
RS Moving Kab.Boven Digoel	Mindiptana
Hospital Digoel	Jl. Trans Papua Km. 06 Directions Asiki
Hospital District. Mappi	Jl. Borneo - Kepi Obaa District - Mappi
Regional General Hospital Asmat	Jl. Missi No. 1, District Agats, District, Asmat, Papua Province
Hospital Karubaga	kogome health jl.kompleks Karubaga
Hospital Hendrik Fintay	City Sarmi, Papua
Hospital Kab.Keerom	Jl. Bhayangkara, Kp. Asyaman, Arso, Kab.Keerom
Hospital Supiori	Jl. Kingdom Korido Marsram East Supiori - Supiori
RS Moving Kab Mamberamo Raya	Jln. Demianus Kyeuw-kyeup SHKasonaweja (Papua)
Hospital Tiom	Jl. Abua - Tiom Kab. Lanny Jaya
Hospital PRATAMA Waghete	Poros road Waghete
Hospital Yowari Sentani 	Jl. Raya Sentani - Depapre, Doyo Baru
RSUD Kota Subulussalam	Jl. Subussalam - Runding KM.5 Dusun Rahmah Kec. Simpang Kiri Kota Subussalam
RSU Meuraxa	Jl. Soekarno Hatta Km.2 Mibo Banda Aceh
RSU Sabang	Jl. Teuku Umar Sabang
RSU Langsa	Jl. Ahmad Yani No.1 Langsa Kota
RSU Dr Fl Tobing Sibolga	Jl. Dr. F.L. Tobing No. 35 Sibolga
BPRSU Dr. Tengku Mansyur	Jl. Mayjen Sutoyo NO. 39 Tanjung Balai
RSUD.Dr. Djasaman Saragih	Jl. Sutomo No. 230, Pematangsiantar
RSUD.Dr. H.Kumpulan Pane	Jl. Dr. Kumpulan Pane No.226
RSU Dr Pirngadi	Jl. Prof H M Yamin SH 47, Medan
RSU Dr.RM Joelham Binjai	Jl. Sultan Hasanuddin 9,Binjai
RSU Padang Sidempuan	Jl. Dr. F.L. Tobing No. 10,Padangsidimpuan
RSUD dr. Rasidin Padang	Sei.Sapih Kec.Kuranji,Padang
RSUD Solok	Jl. Simpang Rumbio,Solok
RSU Sawah Lunto	Jl. Kartini No.18,Sawah Lunto
RSU Padang Panjang	Jl. Tabek Gadang Kelurahan Ganting Kec.Padang Panjang Timur Kota Padang Panjang
RSU Dr. Achmad Mochtar	Jl. Dr. A.Rivai Bukittinggi
RSUD Dr Adnaan WD	Jl. AIS Nasution 25,Balai Kaliki Payakumbuh
RSIA Labuh Baru	Jl. Durian No 45 Kel. Labuh Baru Timur Kec. Payung Sekaki Pekanbaru - RIAU
RSUD Kota Dumai	Jl. Tanjung Jati No.4, Dumai.
RSUD H. Abdul Manap Kota Jambi	Jl. SK.Rd.Syahbuddin Kel. Mayang Mangurai Kec.Kota Baru Jambi
RSUD Banyuasin	Jl. Raya Palembang - Betung Km.48,Pangkalan Balai Banyuasin
RSUD Palembang Bari	Jl. Panca Usaha No.1 Kel. 5 ulu Seb. Ulu I, PALEMBANG
RS Khusus Paru-Paru Pro.Sumatera Selatan	Jl. Merdeka No.10,Palembang
RSU Prabumulih	Jl. Lingkar, Kel. Gunung Ibul, Kec. Prabumulih Timur
RSUD Basemah Kota Pagar Alam	Jl. AIS Nasution No.3
RSUD Siti Aisyiah	Jl. Lapter Silampari No. 20 Rt. 01 Kel.Air Kuti,Lubuk Linggau Timur I
RSUD KOTA BENGKULU	Jl. Basuki Rahmad No 1
RSUD Kota Agung	Jl. Soekarno Hatta Komplek Islamic Centre Kotaagung,Kab.Tanggamus
RSUD Dr. A. Dadi Tjokrodipo	Jl. Basuki Rachmad No.73 Teluk Betung Utara, Bandar Lampung
RSUD Ahmad Yani,Metro	Jl. Jend.A.Yani No.13 Kota Metro
RSUD Depati Hamzah	Jl. Soekarno Hatta,PangkalPinang
RSUD EMBUNG FATIMAH KOTA BATAM	Jl. R. Soeprapto. Blok D 1 - 9. Batu Aji. Batam
RSUD Kota Tanjung Pinang	Jl. Sudirman 795,Tanjung Pinang
RSU Pasar Rebo	Jl. TB Simatupang No.30,Jaktim
RS Jantung Bina Waluya	jalan
RSU Tarakan	Jl. Kyai Caringin Jakarta Pusat
RSUD Koja	Jl. Deli No.4 Tanjung Priok,Jakut
Rumah Sakit Umum Kecamatan Pademangan	Jl. Budi Mulia Raya No.2 Pademangan Barat
Rumah Sakit Umum Kecamatan Cilincing	Jl. Madya Kebantenan Nomor 4, Semper Timur, Cilincing
RSUD KOTA BOGOR	Jl. Dr. Sumeru 120 Bogor
RSUD R Syamsudin SH	Jl. Rumah Sakit No. 1 Kota Sukabumi
RS Khusus Ibu & Anak Kota Bandung	Jl. Astanaanyar 224 Bandung
RSUD Kota Bandung/Ujung Berung	Jl. Rumah Sakit 22 Ujungberung - Bandung
Rumah Sakit Khusus Gigi dan Mulut Kota Bandung	Jl. LLRE Martadinata 45 Bandung
RSUD Gunung Jati	Jl. Kesambi No.56 Cirebon
RSUD Bekasi	Jl. Pramuka No. 55 Bekasi
RSUD Kota Depok	Jl. Raya Muchtar No. 99 Sawangan
RSU Cibabat	Jl. Jend. H. Amir Machmud No. 140 Kel. Cibabat Kec. Cimahi Utara
RSU Tidar	Jl. Tidar No.30 A, Magelang
RSUD Kota Surakarta	Jl. Lettu.Sumarto No.1 Kadipiro Banjarsari Surakarta
RSU Salatiga	Jl. Osamaliki No.19,Salatiga
RSUD Kota Semarang	Jl. Fatmawati Raya No.1
RSUD Kardinah	Jl. KS Tubun No.4, Kota Tegal
RS Jiwa Ghrasia/Lalijiwa pakem	Jl. Kaliurang Km. 17 Yogyakarta
RSUD Kota Yogyakarta	Jl. Wirosaban No. 1 Yogyakarta
RSU Gambiran	Jl. KH Wahid Hasyim 64 Kediri
RSU Mardi Waluyo	Jl. Kalimantan 113, Kota Blitar
RSUD KOTA MALANG	JL. RAJASA NO. 27 KEL. BUMIAYU KEC. KEDUNGKANDANG
RSU Dr. Moh Saleh Probolinggo	Jl. Mayjend Panjaitan No.65
RSU Dr. R.Soedarsono Pasuruan	Jl. Dr Wahidin Sudirohusodo No. 1-4 Pasuruan
RSU Dr. Wahidin S Husodo	Jl. Raya Surodinawan Mojokerto
RSUD Kota Madiun	Jl. Campursari No.12B Madiun
RSUD Bhakti Dharma Husada	Jl. Raya Kendung No.115-117, Surabaya
RSUD Dr. Mohamad Soewandhie	Jl. Tambakrejo 45-47 Surabaya
RSUD KOTA TANGERANG	JL PULAU PUTRI RAYA PERUMAHAN MODERN LAND
RSU Kota Cilegon	Jl. Kapten P.Tendean Km.3 Cilegon
RSU Kota Tangerang Selatan	Jl. Pajajaran No.101, Kec.Pamulang, Kota Tangerang Selatan
RSUD Sanjiwani Gianyar	Jl. Ciung Wenara No.2 Gianyar
RSUD Wangaya	Jl. Kartini No.133 Denpasar
RSUD Kota Mataram	Jl. Bung Karno No.3 Pagutan raya Mataram
RSUD S. K. Lerik	Jl. Timor Raya Pasir No. 134 Kelurahan Pasir Panjang
RSUD Sultan Syarif Mohamad Alkadrie	Jl. Komodor Yos SudarsoPontianak
RSUD Dr Abdul Aziz	Jl. Dr Soetomo No. 28, Singkawang
RSUD Sultan Imanuddin	Jl. Sutan Syahrir No 17 Pangkalan Bun
RSU Kota Palangka Raya	Jl. Mahir Mahar KM. 18.5 Kalampangan
RSUD Banjarbaru	Jl. Palang Merah 2 Banjarbaru
RSB Sayang Ibu Balikpapan	Jl. Wain No.33,Kebun Sayur,Balikpapan
RSUD Balikpapan	Jl. Mayjend Sutoyo Rt 01 No. 30 Gn Sari Ulu
RSUD Inche Abdoel Moeis	Jl. H.A.M.M Rifaddin, Kel. Harapan Baru, Kec. Loa Janan Ilir, Samarinda
RSUD Taman Husada	Jl.S. Parman No. 01
RSUD Kota Kotamobagu	Kelurahan Pobundayan Kecamatan Kotamobagu Selatan
RSU Undata Palu	Jl. R. E. Martadinata, Kecamatan Mantikulore
RSU Anutapura Palu	Jl. Kangkung No. 1 Palu
RS Jiwa Palu	Km 13 Mamboro Palu
RS Jiwa Makassar	Jl. Lanto Dg. Pasewang No. 34 Makassar
RSUD KOTA MAKASSAR	Jl. Perintis Kemerdekaan No. 14,Makasar
RSU Andi Makkasau Pare2	Jl. Nurussamawati No.9 Kota Parepare
RS Jiwa Kendari	Jl. DR.Sutomo No.29
RSUD Kota Kendari	Jl. Z.A. Sugianto No. 39 Kendari
RSU Bau Bau	Jl. Drs. H. La Ode Manarfa
RSUD Otanaha Gorontalo	Jl. Rambut Kel.Buladu, Gorontalo
RSU Prof Dr H Aloei Saboe	Jl. Prof.Dr.H.Aloei Saboe
RSUD MAREN KOTA TUAL	jl. Hi. Noho Renuat
RSU Kota Tidore Kepulauan	Jl. Sultan mansyur No 11 Indonesiana Tidore maluku Utara
RSU Sorong	Jl. Kesehatan No. 36 Sorong
RSU Sele Be Solu Sorong	Jl. Selebesolu II No. 1 Km 12 Klawalu Kota Sorong
